x,y,vx,e,theta_e,mode
4.0001,0.0,0.09662215908190584,-0.0,-1.59188084124852,LOW
4.0001966221590814,1.4750056791067144e-05,0.09830949399178915,-9.99777729857288e-05,-1.59188084124852,LOW
4.000294920759154,3.2049515875274645e-05,0.09955685573047912,-0.00019688943058996972,-1.5912499845030315,LOW
4.000394459057042,4.911465760954898e-05,0.10103914620430111,-0.000295530905488792,-1.5907898993136211,LOW
4.000495469589825,6.670680844898507e-05,0.10242552783471544,-0.00039540686255470193,-1.5902466859397826,LOW
4.000597856948867,8.451769250018245e-05,0.1038339549585941,-0.0004967658381885649,-1.5897244705437565,LOW
4.000701642370357,0.00010265715296813859,0.1052227410774817,-0.0005995059455970403,-1.5891844649468716,LOW
4.000806805939854,0.00012108897597899187,0.10660589515461,-0.0007036507320660378,-1.58864058916123,LOW
4.000913341539524,0.0001398257292781471,0.10797907585781871,-0.0008091795240866934,-1.5880881955686685,LOW
4.001021238780225,0.00015886457496792466,0.10934367004487215,-0.0009160864701497562,-1.587528833582004,LOW
4.001130488630207,0.00017820730813080746,0.11069937042225265,-0.0010243611235902822,-1.5869620925558918,LOW
4.001241081753776,0.00019785444021027697,0.11204634212607244,-0.001133994492513603,-1.5863881478965838,LOW
4.001353008973625,0.00021780685023319637,0.1133846250589803,-0.001244977254080844,-1.5858070089083578,LOW
4.001466261148552,0.0002380653492783787,0.11471428954925295,-0.0013573002515600771,-1.5852187287875579,LOW
4.001580829203111,0.0002586307879290668,0.11603539816175243,-0.0014709543628788173,-1.5846233492984767,LOW
4.001696704120072,0.0002795040305785579,0.11734801451901332,-0.0015859305325417862,-1.5840209145089539,LOW
4.001813876941452,0.0003006859604544042,0.11865220139647678,-0.0017022197635475785,-1.583411467587521,LOW
4.0019323387676975,0.0003221774780027604,0.11994802111501005,-0.001819813118524642,-1.5827950515081772,LOW
4.002052080757245,0.00034397950062908854,0.12123553547245705,-0.0019387017188820508,-1.5821717089089882,LOW
4.00217309412602,0.0003660929621920212,0.1225148057615178,-0.002058876744363599,-1.581541482122246,LOW
4.002295370146945,0.0003885188125504947,0.12378589277248837,-0.002180329432534531,-1.5809044131721068,LOW
4.002418900149459,0.00041125801711163444,0.12504885679838992,-0.0023030510782844965,-1.5802605437779396,LOW
4.002543675519031,0.00043431155638774533,0.12630375763967594,-0.0024270330333314005,-1.5796099153567114,LOW
4.00266968769669,0.0004576804255610044,0.1275506546089357,-0.0025522667057334427,-1.578952569025495,LOW
4.002796928178546,0.00048136563405590276,0.12878960653553773,-0.0026787435594013208,-1.5782885456039344,LOW
4.002925388515326,0.0005053682051192872,0.13002067177022109,-0.002806455113617695,-1.5776178856166874,LOW
4.00305506031191,0.00052968917540788,0.1312439081896341,-0.0029353929425612576,-1.5769406292958519,LOW
4.003185935226868,0.0005543295945831537,0.13245937320082196,-0.0030655486748327352,-1.5762568165833664,LOW
4.003318004972006,0.0005792905249134393,0.13366712374566303,-0.0031969139929863715,-1.5755664871333908,LOW
4.003451261311914,0.0006045730408831512,0.13486721630525542,-0.003329480633066895,-1.5748696803146667,LOW
4.003585696063519,0.000630178228809009,0.13605970690425373,-0.0034632403841475187,-1.5741664352128555,LOW
4.003721301095639,0.0006561071864631436,0.1372446511151571,-0.003598185087876086,-1.5734567906328576,LOW
4.003858068328544,0.0006823610227029738,0.138422104062549,-0.00373430663802313,-1.5727407851011093,LOW
4.003995989733521,0.0007089408571077411,0.13959212042728958,-0.0038715969800327482,-1.5720184568678608,LOW
4.004135057332441,0.0007358478196215953,0.14075475445066085,-0.004010048110579825,-1.5712898439094343,LOW
4.004275263197332,0.0007630830502031198,0.14191005993846587,-0.00414965207713184,-1.570554983930461,LOW
4.004416599449953,0.0007906476984811943,0.1430580902650819,-0.0042904009775125785,-1.569813914366099,LOW
4.004559058261373,0.0008185429234170888,0.14419889837746871,-0.004432286959468652,-1.569066672384233,LOW
4.004702631851557,0.0008467698929726848,0.14533253679913233,-0.004575302220245017,-1.568313294887653,LOW
4.004847312488951,0.0008753297837847259,0.14645905763404468,-0.004719439006158859,-1.567553818516215,LOW
4.004993092490073,0.0009042237808449963,0.14757851257052013,-0.00486468961218247,-1.5667882796489812,LOW
4.005139964219107,0.0009334530771863295,0.14869095288504908,-0.00501104638152449,-1.5660167144063446,LOW
4.005287920087503,0.000963018873574352,0.14979642944608937,-0.005158501705218364,-1.5652391586521315,LOW
4.005436952553576,0.0009929223782048672,0.15089499271781603,-0.00530704802171714,-1.5644556479956884,LOW
4.005587054122113,0.0010231648064067851,0.1519866927638299,-0.005456677816483945,-1.563666217793949,LOW
4.005738217343984,0.0010537473803505083,0.15307157925082554,-0.005607383621595011,-1.5628709031534844,LOW
4.005890434815747,0.0010846713287616819,0.15414970145221923,-0.0057591580153419294,-1.5620697389325342,LOW
4.006043699179274,0.0011159378866402213,0.15522110825173735,-0.005911993621834901,-1.561262759743021,LOW
4.006198003121362,0.001147548294984528,0.15628584814696556,-0.006065883110617644,-1.560449999952548,LOW
4.006353339373363,0.001179503800520809,0.15734396925285965,-0.006220819196277976,-1.5596314936863762,LOW
4.0065097007108035,0.0012118056554374158,0.15839551930521828,-0.0063767946380664875,-1.5588072748293884,LOW
4.006667079953019,0.001244455117124118,0.15944054566411803,-0.006533802239516213,-1.5579773770280343,LOW
4.006825469962784,0.0012774534479162319,0.16047909531731153,-0.00669183484806774,-1.557141833692258,LOW
4.006984863645954,0.0013108019148435235,0.16151121488358888,-0.006850885354697069,-1.5563006779974102,LOW
